"transcript","logFC","logCPM","LR","PValue","FDR","contrast","expression"
"TRINITY_DN58840_c0_g1_i1",2.891990536,6.70128003,33.81635236,6.06e-09,3.23e-07,"T1_vs_CTL","up"
"TRINITY_DN49046_c0_g1_i1",2.884902769,6.232604227,33.78886304,6.14e-09,3.26e-07,"T1_vs_CTL","up"
"TRINITY_DN53268_c0_g1_i1",3.093703619,3.261912278,33.66436673,6.55e-09,3.45e-07,"T1_vs_CTL","up"
"TRINITY_DN59212_c4_g1_i2",2.971713491,3.977314475,33.64388247,6.62e-09,3.47e-07,"T1_vs_CTL","up"
"TRINITY_DN46545_c0_g1_i1",2.878815408,6.378080062,33.60478091,6.75e-09,3.52e-07,"T1_vs_CTL","up"
"TRINITY_DN52730_c0_g1_i3",2.887462085,5.740996494,33.58572498,6.82e-09,3.54e-07,"T1_vs_CTL","up"
"TRINITY_DN57187_c0_g1_i1",2.942046765,4.165933509,33.58195045,6.83e-09,3.54e-07,"T1_vs_CTL","up"
"TRINITY_DN65222_c12_g1_i2",3.753310192,1.320027147,33.52472143,7.04e-09,3.62e-07,"T1_vs_CTL","up"
"TRINITY_DN60244_c1_g1_i1",2.971924458,4.279373817,33.51912396,7.06e-09,3.62e-07,"T1_vs_CTL","up"
"TRINITY_DN45976_c0_g1_i1",4.692254816,1.04538695,33.38756997,7.55e-09,3.87e-07,"T1_vs_CTL","up"
"TRINITY_DN61914_c1_g1_i1",2.864078893,5.306090722,33.19280703,8.35e-09,4.25e-07,"T1_vs_CTL","up"
"TRINITY_DN57872_c2_g1_i1",2.960043406,3.760898385,33.08514083,8.82e-09,4.46e-07,"T1_vs_CTL","up"
"TRINITY_DN41682_c0_g1_i1",2.919386241,4.679438514,32.97142448,9.35e-09,4.72e-07,"T1_vs_CTL","up"
"TRINITY_DN12382_c0_g1_i1",3.373758824,2.210923388,32.93874854,9.51e-09,4.78e-07,"T1_vs_CTL","up"
"TRINITY_DN39331_c0_g1_i1",5.779880011,0.916049652,32.91398253,9.63e-09,4.83e-07,"T1_vs_CTL","up"
"TRINITY_DN64805_c0_g1_i6",3.752914325,1.487696004,32.77747856,1.03e-08,5.13e-07,"T1_vs_CTL","up"
"TRINITY_DN41704_c0_g1_i1",4.673385958,0.784168812,32.69883745,1.08e-08,5.31e-07,"T1_vs_CTL","up"
"TRINITY_DN60358_c0_g1_i1",2.845531183,5.251895007,32.66284095,1.1e-08,5.4e-07,"T1_vs_CTL","up"
"TRINITY_DN55535_c0_g1_i1",2.830176945,5.927903132,32.57611752,1.15e-08,5.61e-07,"T1_vs_CTL","up"
"TRINITY_DN56287_c0_g1_i1",3.22584298,2.535928456,32.4212135,1.24e-08,6.01e-07,"T1_vs_CTL","up"
"TRINITY_DN50678_c0_g1_i1",3.027611131,3.502953041,32.38140969,1.27e-08,6.11e-07,"T1_vs_CTL","up"
"TRINITY_DN46561_c0_g1_i1",5.421627648,-0.340469121,32.31403922,1.31e-08,6.31e-07,"T1_vs_CTL","up"
"TRINITY_DN79610_c0_g1_i1",4.82725842,-0.022363797,32.22688751,1.37e-08,6.56e-07,"T1_vs_CTL","up"
"TRINITY_DN27019_c0_g1_i2",2.813947819,6.345967145,32.16382185,1.42e-08,6.74e-07,"T1_vs_CTL","up"
"TRINITY_DN5640_c0_g1_i1",2.972901258,3.554157296,32.15952731,1.42e-08,6.74e-07,"T1_vs_CTL","up"
"TRINITY_DN60658_c1_g1_i11",3.730420354,1.136235849,31.96857156,1.57e-08,7.41e-07,"T1_vs_CTL","up"
"TRINITY_DN43171_c0_g1_i1",5.108272456,0.400656551,31.71986042,1.78e-08,8.31e-07,"T1_vs_CTL","up"
"TRINITY_DN35830_c0_g1_i1",4.679499616,1.331587369,31.64734023,1.85e-08,8.6e-07,"T1_vs_CTL","up"
"TRINITY_DN47363_c0_g1_i1",2.770095437,6.385368451,31.46671297,2.03e-08,9.36e-07,"T1_vs_CTL","up"
"TRINITY_DN47284_c1_g1_i1",2.769096007,6.62095273,31.41236618,2.09e-08,9.58e-07,"T1_vs_CTL","up"
"TRINITY_DN49029_c1_g1_i1",2.876959552,9.235665516,31.41074148,2.09e-08,9.58e-07,"T1_vs_CTL","up"
"TRINITY_DN54211_c0_g1_i1",2.956078759,3.045915057,31.33552909,2.17e-08,9.9e-07,"T1_vs_CTL","up"
"TRINITY_DN65087_c6_g1_i1",7.297042789,-0.683363068,31.27139142,2.24e-08,1.02e-06,"T1_vs_CTL","up"
"TRINITY_DN51408_c0_g1_i1",4.822055661,-0.096243195,31.21779881,2.31e-08,1.04e-06,"T1_vs_CTL","up"
"TRINITY_DN57948_c0_g1_i2",7.389881933,-0.933474001,31.176985,2.36e-08,1.06e-06,"T1_vs_CTL","up"
"TRINITY_DN59530_c5_g1_i1",2.759437854,5.165106208,31.02723188,2.54e-08,1.14e-06,"T1_vs_CTL","up"
"TRINITY_DN36635_c0_g1_i1",3.702538478,1.369203515,30.71023244,3e-08,1.32e-06,"T1_vs_CTL","up"
"TRINITY_DN57887_c0_g1_i1",7.109482182,-0.362712659,30.70314863,3.01e-08,1.32e-06,"T1_vs_CTL","up"
"TRINITY_DN61762_c1_g2_i1",4.842677465,-0.246037717,30.69547641,3.02e-08,1.32e-06,"T1_vs_CTL","up"
"TRINITY_DN6850_c0_g1_i1",2.75002624,5.014516412,30.53496874,3.28e-08,1.43e-06,"T1_vs_CTL","up"
"TRINITY_DN50079_c0_g1_i1",4.32009955,0.571774556,30.42135487,3.48e-08,1.5e-06,"T1_vs_CTL","up"
"TRINITY_DN60323_c2_g2_i1",5.360043808,0.067843913,30.31905637,3.67e-08,1.58e-06,"T1_vs_CTL","up"
"TRINITY_DN51065_c1_g1_i3",2.736571831,5.050369674,30.30961694,3.68e-08,1.58e-06,"T1_vs_CTL","up"
"TRINITY_DN55197_c1_g2_i2",2.922187576,3.432101668,30.25146364,3.8e-08,1.62e-06,"T1_vs_CTL","up"
"TRINITY_DN53729_c0_g1_i1",4.043193529,0.775172934,30.14922838,4e-08,1.71e-06,"T1_vs_CTL","up"
"TRINITY_DN33093_c0_g1_i1",3.565231096,1.598749439,30.14002197,4.02e-08,1.71e-06,"T1_vs_CTL","up"
"TRINITY_DN64327_c3_g2_i1",7.290552706,-1.02272198,30.0779611,4.15e-08,1.75e-06,"T1_vs_CTL","up"
"TRINITY_DN25872_c0_g1_i1",2.764771051,8.412760758,29.92523892,4.49e-08,1.88e-06,"T1_vs_CTL","up"
"TRINITY_DN60363_c0_g1_i1",3.767897212,1.273145778,29.8529564,4.66e-08,1.95e-06,"T1_vs_CTL","up"
"TRINITY_DN79353_c0_g1_i1",7.277344594,-1.079141294,29.72910514,4.97e-08,2.06e-06,"T1_vs_CTL","up"
"TRINITY_DN28321_c1_g1_i1",2.861849256,3.543225657,29.69298957,5.06e-08,2.09e-06,"T1_vs_CTL","up"
"TRINITY_DN5717_c0_g1_i1",7.105856535,-0.648898426,29.53038705,5.5e-08,2.25e-06,"T1_vs_CTL","up"
"TRINITY_DN54364_c0_g1_i1",7.07306633,-0.549845976,29.52285643,5.53e-08,2.26e-06,"T1_vs_CTL","up"
"TRINITY_DN56992_c0_g1_i1",4.603761706,-0.132728443,29.48142008,5.65e-08,2.3e-06,"T1_vs_CTL","up"
"TRINITY_DN62623_c0_g1_i1",2.792445115,3.559822194,29.40394713,5.88e-08,2.38e-06,"T1_vs_CTL","up"
"TRINITY_DN48028_c0_g1_i1",6.885361686,-0.037035531,29.3204031,6.13e-08,2.47e-06,"T1_vs_CTL","up"
"TRINITY_DN64472_c0_g1_i1",2.732459746,3.952827249,29.13688179,6.74e-08,2.71e-06,"T1_vs_CTL","up"
"TRINITY_DN55479_c0_g1_i4",5.328498882,-0.700551871,29.11857858,6.81e-08,2.72e-06,"T1_vs_CTL","up"
"TRINITY_DN63799_c2_g1_i1",4.295370895,0.192829234,29.07065032,6.98e-08,2.78e-06,"T1_vs_CTL","up"
"TRINITY_DN39511_c0_g1_i1",2.703065662,4.166264809,28.96444693,7.37e-08,2.92e-06,"T1_vs_CTL","up"
"TRINITY_DN36494_c0_g1_i1",6.783866137,0.324198633,28.93498806,7.48e-08,2.96e-06,"T1_vs_CTL","up"
"TRINITY_DN47797_c0_g1_i1",4.575497364,0.384751283,28.93323556,7.49e-08,2.96e-06,"T1_vs_CTL","up"
"TRINITY_DN93261_c0_g1_i1",4.830367224,0.538504571,28.83071176,7.9e-08,3.1e-06,"T1_vs_CTL","up"
"TRINITY_DN35881_c0_g1_i1",7.181476114,-1.120356789,28.75316171,8.22e-08,3.22e-06,"T1_vs_CTL","up"
"TRINITY_DN59240_c0_g1_i1",2.663574101,5.459213376,28.74269657,8.27e-08,3.23e-06,"T1_vs_CTL","up"
"TRINITY_DN33553_c0_g1_i1",3.426261185,1.346856513,28.7274081,8.33e-08,3.24e-06,"T1_vs_CTL","up"
"TRINITY_DN55183_c0_g1_i1",2.662400883,4.804727814,28.70060231,8.45e-08,3.28e-06,"T1_vs_CTL","up"
"TRINITY_DN44219_c0_g1_i1",2.62926033,6.722354329,28.63620962,8.73e-08,3.36e-06,"T1_vs_CTL","up"
"TRINITY_DN26902_c0_g1_i1",7.188503595,-1.178650377,28.60517897,8.87e-08,3.4e-06,"T1_vs_CTL","up"
"TRINITY_DN42217_c0_g1_i1",2.891381884,2.913895697,28.54530739,9.15e-08,3.5e-06,"T1_vs_CTL","up"
"TRINITY_DN43548_c0_g1_i1",2.824453313,3.206276532,28.51044654,9.32e-08,3.55e-06,"T1_vs_CTL","up"
"TRINITY_DN50604_c0_g1_i3",6.964963344,-0.577084394,28.38739974,9.93e-08,3.77e-06,"T1_vs_CTL","up"
"TRINITY_DN63509_c1_g1_i7",5.295498584,-0.272087506,28.32235425,1.03e-07,3.88e-06,"T1_vs_CTL","up"
"TRINITY_DN65647_c0_g1_i1",2.605801553,6.086352922,28.32072689,1.03e-07,3.88e-06,"T1_vs_CTL","up"
"TRINITY_DN60065_c0_g1_i1",3.157219368,2.173665539,28.31355632,1.03e-07,3.88e-06,"T1_vs_CTL","up"
"TRINITY_DN63787_c3_g1_i7",3.474047571,1.543603756,28.24060974,1.07e-07,4.02e-06,"T1_vs_CTL","up"
"TRINITY_DN51458_c0_g1_i1",4.25346557,0.158824751,28.1852965,1.1e-07,4.13e-06,"T1_vs_CTL","up"
"TRINITY_DN55253_c0_g1_i2",3.166769673,2.193719905,28.15938853,1.12e-07,4.18e-06,"T1_vs_CTL","up"
"TRINITY_DN61213_c0_g2_i1",3.126279006,2.163776919,28.15129357,1.12e-07,4.18e-06,"T1_vs_CTL","up"
"TRINITY_DN33909_c0_g1_i1",6.919287926,-0.501596166,28.11409224,1.14e-07,4.26e-06,"T1_vs_CTL","up"
"TRINITY_DN42318_c0_g1_i1",2.751085149,3.396518044,27.97320703,1.23e-07,4.52e-06,"T1_vs_CTL","up"
"TRINITY_DN61245_c0_g1_i1",4.896397377,0.142071336,27.85316851,1.31e-07,4.76e-06,"T1_vs_CTL","up"
"TRINITY_DN60421_c0_g1_i2",3.295816327,1.600184425,27.82865836,1.33e-07,4.81e-06,"T1_vs_CTL","up"
"TRINITY_DN60013_c1_g1_i5",2.890483015,2.704501844,27.54386781,1.54e-07,5.53e-06,"T1_vs_CTL","up"
"TRINITY_DN49019_c0_g1_i1",2.835827473,3.098390551,27.49665759,1.57e-07,5.64e-06,"T1_vs_CTL","up"
"TRINITY_DN55353_c0_g1_i1",4.103155699,0.219904906,27.44298664,1.62e-07,5.79e-06,"T1_vs_CTL","up"
"TRINITY_DN62904_c11_g1_i6",2.668003112,9.372285782,27.4210045,1.64e-07,5.84e-06,"T1_vs_CTL","up"
"TRINITY_DN63283_c0_g1_i12",6.728670885,-0.148175104,27.32893519,1.72e-07,6.09e-06,"T1_vs_CTL","up"
"TRINITY_DN68921_c0_g1_i1",2.567185528,5.299252637,27.32536908,1.72e-07,6.09e-06,"T1_vs_CTL","up"
"TRINITY_DN41771_c0_g1_i1",2.580170087,5.129316377,27.32467997,1.72e-07,6.09e-06,"T1_vs_CTL","up"
"TRINITY_DN59278_c0_g1_i3",3.729439685,0.75112208,27.31562195,1.73e-07,6.1e-06,"T1_vs_CTL","up"
"TRINITY_DN29629_c0_g1_i1",2.58931095,4.729594654,27.28747775,1.75e-07,6.15e-06,"T1_vs_CTL","up"
"TRINITY_DN63816_c2_g1_i1",4.41957912,-0.176533453,27.17425022,1.86e-07,6.51e-06,"T1_vs_CTL","up"
"TRINITY_DN41308_c1_g1_i1",2.674132878,3.791884295,27.11087208,1.92e-07,6.71e-06,"T1_vs_CTL","up"
"TRINITY_DN14953_c0_g1_i1",6.962019626,-0.938941738,27.10163316,1.93e-07,6.73e-06,"T1_vs_CTL","up"
"TRINITY_DN40281_c0_g1_i1",2.560353069,7.068027323,27.082678,1.95e-07,6.77e-06,"T1_vs_CTL","up"
"TRINITY_DN55980_c0_g1_i1",2.960742612,2.67604839,27.00561333,2.03e-07,7e-06,"T1_vs_CTL","up"
"TRINITY_DN64728_c0_g1_i1",2.592080734,7.992058436,26.99244408,2.04e-07,7.03e-06,"T1_vs_CTL","up"
"TRINITY_DN43452_c0_g1_i1",2.583377109,4.42332386,26.91734092,2.12e-07,7.29e-06,"T1_vs_CTL","up"
"TRINITY_DN55936_c0_g1_i1",2.564574761,4.645511597,26.8813169,2.16e-07,7.39e-06,"T1_vs_CTL","up"
"TRINITY_DN80364_c0_g1_i1",6.551601273,0.476063009,26.87467517,2.17e-07,7.4e-06,"T1_vs_CTL","up"
"TRINITY_DN52785_c0_g1_i1",3.351807433,1.645508164,26.85323566,2.2e-07,7.47e-06,"T1_vs_CTL","up"
"TRINITY_DN51128_c0_g1_i1",2.813634031,3.0322977,26.84197631,2.21e-07,7.5e-06,"T1_vs_CTL","up"
"TRINITY_DN36292_c0_g1_i1",2.528485158,6.077364305,26.80742945,2.25e-07,7.62e-06,"T1_vs_CTL","up"
"TRINITY_DN59836_c0_g1_i1",2.533270646,5.979914386,26.79838784,2.26e-07,7.64e-06,"T1_vs_CTL","up"
"TRINITY_DN58343_c0_g1_i1",2.550084784,7.250197027,26.74718749,2.32e-07,7.83e-06,"T1_vs_CTL","up"
"TRINITY_DN43221_c0_g1_i1",3.545145629,1.929954772,26.6576561,2.43e-07,8.15e-06,"T1_vs_CTL","up"
"TRINITY_DN112012_c0_g1_i1",3.717417509,0.757090779,26.5821704,2.53e-07,8.43e-06,"T1_vs_CTL","up"
"TRINITY_DN61709_c14_g1_i1",2.51793847,5.646488711,26.58074255,2.53e-07,8.43e-06,"T1_vs_CTL","up"
"TRINITY_DN52504_c0_g1_i1",3.285262104,1.351538843,26.50022474,2.64e-07,8.75e-06,"T1_vs_CTL","up"
"TRINITY_DN54998_c0_g1_i1",2.580071646,8.445126185,26.40732086,2.76e-07,9.13e-06,"T1_vs_CTL","up"
"TRINITY_DN41531_c0_g1_i2",2.551724747,4.359520433,26.401025,2.77e-07,9.14e-06,"T1_vs_CTL","up"
"TRINITY_DN62401_c0_g1_i1",2.623932009,3.571077992,26.32051586,2.89e-07,9.48e-06,"T1_vs_CTL","up"
"TRINITY_DN55506_c0_g1_i1",2.688151179,3.298195771,26.28803693,2.94e-07,9.62e-06,"T1_vs_CTL","up"
"TRINITY_DN26696_c0_g1_i1",4.06258573,0.850042871,26.28059326,2.95e-07,9.64e-06,"T1_vs_CTL","up"
"TRINITY_DN38687_c0_g1_i1",6.966835339,-1.299046726,26.24354421,3.01e-07,9.8e-06,"T1_vs_CTL","up"
"TRINITY_DN62300_c3_g1_i1",2.792922257,2.75191936,26.23979142,3.02e-07,9.8e-06,"T1_vs_CTL","up"
"TRINITY_DN29679_c0_g1_i1",6.715795115,-0.474036288,26.23287582,3.03e-07,9.82e-06,"T1_vs_CTL","up"
"TRINITY_DN59780_c0_g1_i1",2.590796334,3.565603142,26.20906325,3.06e-07,9.9e-06,"T1_vs_CTL","up"
"TRINITY_DN95363_c0_g1_i2",6.431058333,0.81722821,26.18814074,3.1e-07,9.99e-06,"T1_vs_CTL","up"
"TRINITY_DN53555_c0_g1_i1",2.508794616,5.76454945,26.12096612,3.21e-07,1.03e-05,"T1_vs_CTL","up"
"TRINITY_DN54737_c0_g1_i1",4.452123308,0.020475184,25.91572667,3.57e-07,1.14e-05,"T1_vs_CTL","up"
"TRINITY_DN57581_c0_g1_i2",2.807646214,2.749570553,25.87568099,3.64e-07,1.15e-05,"T1_vs_CTL","up"
"TRINITY_DN58348_c94_g1_i2",2.654587258,11.99570039,25.84834345,3.69e-07,1.17e-05,"T1_vs_CTL","up"
"TRINITY_DN48330_c0_g1_i1",2.952568268,2.35910363,25.78553553,3.82e-07,1.2e-05,"T1_vs_CTL","up"
"TRINITY_DN59001_c0_g2_i1",6.712674218,-0.60987397,25.76885327,3.85e-07,1.21e-05,"T1_vs_CTL","up"
"TRINITY_DN17760_c0_g1_i1",2.512778253,5.353551108,25.75300286,3.88e-07,1.22e-05,"T1_vs_CTL","up"
"TRINITY_DN6687_c0_g1_i1",6.468249268,0.444119191,25.74261579,3.9e-07,1.22e-05,"T1_vs_CTL","up"
"TRINITY_DN62002_c0_g1_i1",2.746413598,3.042173367,25.71392283,3.96e-07,1.24e-05,"T1_vs_CTL","up"
"TRINITY_DN63923_c0_g1_i1",2.716844184,2.954788664,25.68326151,4.02e-07,1.25e-05,"T1_vs_CTL","up"
"TRINITY_DN28660_c0_g1_i1",3.088424961,1.757327648,25.5455597,4.32e-07,1.34e-05,"T1_vs_CTL","up"
"TRINITY_DN47759_c1_g1_i2",6.788210888,-0.925853233,25.50216264,4.42e-07,1.36e-05,"T1_vs_CTL","up"
"TRINITY_DN40728_c0_g1_i1",4.363191787,0.681137437,25.46176754,4.51e-07,1.39e-05,"T1_vs_CTL","up"
"TRINITY_DN40693_c0_g1_i1",2.525490311,4.642169452,25.44736813,4.55e-07,1.4e-05,"T1_vs_CTL","up"
"TRINITY_DN63722_c8_g3_i1",4.441277601,-0.089170818,25.38883973,4.69e-07,1.43e-05,"T1_vs_CTL","up"
"TRINITY_DN36307_c0_g1_i1",5.7209411,-0.999223775,25.38037761,4.71e-07,1.43e-05,"T1_vs_CTL","up"
"TRINITY_DN26209_c0_g1_i1",2.808045,2.722402266,25.37888543,4.71e-07,1.43e-05,"T1_vs_CTL","up"
"TRINITY_DN57353_c1_g1_i1",6.570474181,-0.30369034,25.35094972,4.78e-07,1.45e-05,"T1_vs_CTL","up"
"TRINITY_DN50514_c0_g1_i1",2.853994204,2.43460579,25.34828434,4.79e-07,1.45e-05,"T1_vs_CTL","up"
"TRINITY_DN36573_c3_g1_i1",2.458132836,6.256250753,25.32102298,4.85e-07,1.47e-05,"T1_vs_CTL","up"
"TRINITY_DN32528_c0_g1_i2",3.236127463,2.125133302,25.31067629,4.88e-07,1.47e-05,"T1_vs_CTL","up"
"TRINITY_DN43331_c0_g1_i1",3.58751949,0.911521834,25.18619799,5.21e-07,1.56e-05,"T1_vs_CTL","up"
"TRINITY_DN47122_c1_g1_i1",6.762914405,-0.977711653,25.18593325,5.21e-07,1.56e-05,"T1_vs_CTL","up"
"TRINITY_DN57011_c0_g1_i1",2.571931983,3.609176938,25.15714021,5.28e-07,1.58e-05,"T1_vs_CTL","up"
"TRINITY_DN23187_c0_g1_i1",4.419896136,0.444500237,25.11892521,5.39e-07,1.6e-05,"T1_vs_CTL","up"
"TRINITY_DN42952_c0_g1_i1",2.580782168,3.25249432,24.99293843,5.75e-07,1.71e-05,"T1_vs_CTL","up"
"TRINITY_DN45621_c0_g1_i1",2.539060909,3.618098616,24.96629705,5.83e-07,1.72e-05,"T1_vs_CTL","up"
"TRINITY_DN47410_c1_g1_i1",2.894502302,2.138358917,24.9652149,5.84e-07,1.72e-05,"T1_vs_CTL","up"
"TRINITY_DN7996_c0_g1_i1",6.42876699,0.228869508,24.93757781,5.92e-07,1.74e-05,"T1_vs_CTL","up"
"TRINITY_DN48718_c0_g1_i1",2.526019727,3.542094481,24.9216922,5.97e-07,1.75e-05,"T1_vs_CTL","up"
"TRINITY_DN27599_c0_g1_i1",2.48752159,4.353601496,24.91839164,5.98e-07,1.75e-05,"T1_vs_CTL","up"
"TRINITY_DN52393_c0_g1_i1",2.697350164,3.08346062,24.90523435,6.02e-07,1.76e-05,"T1_vs_CTL","up"
"TRINITY_DN60171_c0_g1_i1",2.425400366,6.148853639,24.82387685,6.28e-07,1.83e-05,"T1_vs_CTL","up"
"TRINITY_DN57734_c3_g1_i1",3.591106353,1.992339418,24.81965196,6.3e-07,1.83e-05,"T1_vs_CTL","up"
"TRINITY_DN51776_c0_g1_i3",6.481342132,-0.142484207,24.69836403,6.7e-07,1.94e-05,"T1_vs_CTL","up"
"TRINITY_DN27592_c0_g1_i1",2.479691412,4.004385776,24.68714386,6.74e-07,1.95e-05,"T1_vs_CTL","up"
"TRINITY_DN60496_c0_g1_i1",5.548653763,-0.671220671,24.67487922,6.79e-07,1.96e-05,"T1_vs_CTL","up"
"TRINITY_DN36170_c0_g1_i1",2.431032987,6.979151894,24.67097804,6.8e-07,1.96e-05,"T1_vs_CTL","up"
"TRINITY_DN108710_c0_g1_i1",3.224305713,1.462506986,24.6625431,6.83e-07,1.96e-05,"T1_vs_CTL","up"
"TRINITY_DN116194_c0_g1_i1",4.988337119,-0.192959832,24.65518171,6.86e-07,1.96e-05,"T1_vs_CTL","up"
"TRINITY_DN65055_c18_g1_i11",2.450782824,4.345965186,24.63111816,6.94e-07,1.98e-05,"T1_vs_CTL","up"
"TRINITY_DN99606_c0_g1_i1",6.39749055,0.252569785,24.60268002,7.05e-07,2.01e-05,"T1_vs_CTL","up"
"TRINITY_DN5586_c0_g1_i1",2.502719169,4.384630086,24.54456459,7.26e-07,2.06e-05,"T1_vs_CTL","up"
"TRINITY_DN26073_c0_g1_i1",2.962819804,1.822901174,24.54221531,7.27e-07,2.06e-05,"T1_vs_CTL","up"
"TRINITY_DN65998_c0_g1_i1",6.785286672,-1.384981338,24.54049404,7.28e-07,2.06e-05,"T1_vs_CTL","up"
"TRINITY_DN54922_c0_g1_i3",2.628069987,3.111861134,24.53796309,7.29e-07,2.06e-05,"T1_vs_CTL","up"
"TRINITY_DN34151_c0_g1_i1",5.220784666,-1.070739554,24.52247282,7.34e-07,2.07e-05,"T1_vs_CTL","up"
"TRINITY_DN62001_c0_g1_i1",2.401535121,5.910794907,24.48954583,7.47e-07,2.1e-05,"T1_vs_CTL","up"
"TRINITY_DN45963_c0_g1_i1",2.488516416,3.816062296,24.46679497,7.56e-07,2.12e-05,"T1_vs_CTL","up"
"TRINITY_DN31560_c0_g1_i1",6.783136714,-1.540059841,24.41704623,7.76e-07,2.17e-05,"T1_vs_CTL","up"
"TRINITY_DN62328_c1_g1_i2",3.778085977,0.923592678,24.36412448,7.97e-07,2.22e-05,"T1_vs_CTL","up"
"TRINITY_DN46061_c0_g1_i1",6.725665737,-1.2462263,24.34345933,8.06e-07,2.23e-05,"T1_vs_CTL","up"
"TRINITY_DN58079_c33_g2_i9",2.540845552,10.92872081,24.30534535,8.22e-07,2.27e-05,"T1_vs_CTL","up"
"TRINITY_DN65307_c8_g2_i1",3.445116477,1.163253873,24.29046804,8.28e-07,2.29e-05,"T1_vs_CTL","up"
"TRINITY_DN21477_c0_g1_i1",2.726137364,2.657506598,24.26945275,8.38e-07,2.31e-05,"T1_vs_CTL","up"
"TRINITY_DN11990_c0_g1_i1",3.672982304,0.271002281,24.24695671,8.47e-07,2.33e-05,"T1_vs_CTL","up"
"TRINITY_DN62783_c0_g1_i2",2.54417875,3.366210552,24.22098046,8.59e-07,2.36e-05,"T1_vs_CTL","up"
"TRINITY_DN44380_c0_g1_i1",2.38904537,5.800583844,24.20708955,8.65e-07,2.37e-05,"T1_vs_CTL","up"
"TRINITY_DN61184_c56_g1_i1",2.433320623,7.774119288,24.16289328,8.85e-07,2.41e-05,"T1_vs_CTL","up"
"TRINITY_DN62218_c2_g2_i1",3.27208959,0.894566888,24.15791458,8.88e-07,2.41e-05,"T1_vs_CTL","up"
"TRINITY_DN89719_c0_g1_i1",6.542237563,-0.568242434,24.15122249,8.91e-07,2.41e-05,"T1_vs_CTL","up"
"TRINITY_DN58105_c0_g1_i1",3.86164911,0.133018829,24.1265947,9.02e-07,2.43e-05,"T1_vs_CTL","up"
"TRINITY_DN55995_c0_g1_i2",2.515083016,10.41026705,24.12144267,9.04e-07,2.43e-05,"T1_vs_CTL","up"
"TRINITY_DN21665_c0_g1_i1",3.573689967,0.86777581,24.11932563,9.05e-07,2.43e-05,"T1_vs_CTL","up"
"TRINITY_DN28929_c0_g1_i1",2.405923957,5.337731294,24.06904965,9.29e-07,2.49e-05,"T1_vs_CTL","up"
"TRINITY_DN49098_c0_g1_i3",5.428739481,-1.209476944,24.04829872,9.39e-07,2.51e-05,"T1_vs_CTL","up"
"TRINITY_DN51929_c0_g1_i1",2.385909818,5.877640533,23.99500294,9.66e-07,2.57e-05,"T1_vs_CTL","up"
"TRINITY_DN54928_c0_g1_i2",6.429026275,-0.300699939,23.98935627,9.69e-07,2.57e-05,"T1_vs_CTL","up"
"TRINITY_DN51273_c0_g1_i1",2.493962571,3.934021935,23.95854737,9.84e-07,2.61e-05,"T1_vs_CTL","up"
"TRINITY_DN44886_c0_g1_i1",4.322356055,-0.1209775,23.90561254,1.01e-06,2.67e-05,"T1_vs_CTL","up"
"TRINITY_DN39405_c0_g1_i1",6.387437096,-0.155117264,23.87550882,1.03e-06,2.71e-05,"T1_vs_CTL","up"
"TRINITY_DN19945_c0_g1_i1",3.185334278,1.56246788,23.79163357,1.07e-06,2.81e-05,"T1_vs_CTL","up"
"TRINITY_DN21187_c0_g1_i1",5.561166062,-0.891742898,23.76970636,1.09e-06,2.84e-05,"T1_vs_CTL","up"
"TRINITY_DN40890_c0_g1_i1",3.035723213,1.54052013,23.75107013,1.1e-06,2.86e-05,"T1_vs_CTL","up"
"TRINITY_DN66019_c0_g1_i1",4.838359206,-0.139937252,23.74575264,1.1e-06,2.87e-05,"T1_vs_CTL","up"
"TRINITY_DN19912_c0_g1_i1",6.66882019,-1.28240577,23.73394641,1.11e-06,2.87e-05,"T1_vs_CTL","up"
"TRINITY_DN56344_c0_g1_i1",3.009357566,1.572896606,23.72872572,1.11e-06,2.87e-05,"T1_vs_CTL","up"
"TRINITY_DN62025_c0_g1_i1",2.359783316,5.973236289,23.69207849,1.13e-06,2.91e-05,"T1_vs_CTL","up"
"TRINITY_DN65135_c37_g2_i1",2.457201656,3.867720591,23.69105527,1.13e-06,2.91e-05,"T1_vs_CTL","up"
"TRINITY_DN63762_c0_g1_i1",2.59821951,2.931207139,23.6705506,1.14e-06,2.93e-05,"T1_vs_CTL","up"
"TRINITY_DN4658_c0_g1_i1",2.797865628,2.329558923,23.65505083,1.15e-06,2.95e-05,"T1_vs_CTL","up"
"TRINITY_DN37830_c0_g1_i1",5.235971362,0.025701282,23.60198227,1.18e-06,3.01e-05,"T1_vs_CTL","up"
"TRINITY_DN58771_c0_g1_i1",2.707529975,2.640522032,23.58612282,1.19e-06,3.03e-05,"T1_vs_CTL","up"
"TRINITY_DN46986_c0_g1_i1",2.511766655,3.320888802,23.48396508,1.26e-06,3.17e-05,"T1_vs_CTL","up"
"TRINITY_DN51790_c0_g1_i1",3.564625554,0.289808906,23.47809013,1.26e-06,3.17e-05,"T1_vs_CTL","up"
"TRINITY_DN7345_c0_g1_i1",6.603525935,-1.201467823,23.44213206,1.29e-06,3.22e-05,"T1_vs_CTL","up"
"TRINITY_DN26440_c0_g1_i1",2.575373215,2.870367414,23.43764037,1.29e-06,3.22e-05,"T1_vs_CTL","up"
